component_id,lot_id,burnin_hours,leakage_current_ua,iddq_ma,propagation_delay_ns,chamber_temp_c,static_spec_fail,archetype,true_latent_defect,leakage_0h,leakage_24h,leakage_96h,leakage_168h
IC_B_050,LOT_B_2026,24.0,13.055,1.624,8.765,125.0,0,HEALTHY_STABLE,0,12.794,13.055,13.333,13.684
IC_B_050,LOT_B_2026,96.0,13.333,1.6463,8.845,125.0,0,HEALTHY_STABLE,0,12.794,13.055,13.333,13.684
IC_B_050,LOT_B_2026,168.0,13.684,1.6685,8.875,125.0,0,HEALTHY_STABLE,0,12.794,13.055,13.333,13.684
IC_B_051,LOT_B_2026,0.0,12.103,1.6552,8.616,125.0,0,HEALTHY_STABLE,0,12.103,12.129,12.701,13.198
IC_B_051,LOT_B_2026,24.0,12.129,1.6688,8.724,125.0,0,HEALTHY_STABLE,0,12.103,12.129,12.701,13.198
IC_B_051,LOT_B_2026,96.0,12.701,1.6664,8.787,125.0,0,HEALTHY_STABLE,0,12.103,12.129,12.701,13.198
IC_B_051,LOT_B_2026,168.0,13.198,1.702,8.879,125.0,0,HEALTHY_STABLE,0,12.103,12.129,12.701,13.198
IC_B_052,LOT_B_2026,0.0,12.16,1.7065,8.711,125.0,0,HEALTHY_STABLE,0,12.16,12.292,12.601,13.119
IC_B_052,LOT_B_2026,24.0,12.292,1.695,8.679,125.0,0,HEALTHY_STABLE,0,12.16,12.292,12.601,13.119
IC_B_052,LOT_B_2026,96.0,12.601,1.7116,8.73,125.0,0,HEALTHY_STABLE,0,12.16,12.292,12.601,13.119
IC_B_052,LOT_B_2026,168.0,13.119,1.742,8.839,125.0,0,HEALTHY_STABLE,0,12.16,12.292,12.601,13.119
IC_B_053,LOT_B_2026,0.0,11.948,1.6504,8.664,125.0,0,HEALTHY_STABLE,0,11.948,12.391,12.659,13.163
IC_B_053,LOT_B_2026,24.0,12.391,1.6507,8.66,125.0,0,HEALTHY_STABLE,0,11.948,12.391,12.659,13.163
IC_B_053,LOT_B_2026,96.0,12.659,1.6509,8.761,125.0,0,HEALTHY_STABLE,0,11.948,12.391,12.659,13.163
IC_B_053,LOT_B_2026,168.0,13.163,1.6715,8.837,125.0,0,HEALTHY_STABLE,0,11.948,12.391,12.659,13.163
IC_B_054,LOT_B_2026,0.0,12.308,1.6662,8.621,125.0,0,SUDDEN_JUMP,1,12.308,35.008,36.585,37.735
IC_B_054,LOT_B_2026,24.0,35.008,2.4609,8.678,125.0,0,SUDDEN_JUMP,1,12.308,35.008,36.585,37.735
IC_B_054,LOT_B_2026,96.0,36.585,2.4927,9.002,125.0,0,SUDDEN_JUMP,1,12.308,35.008,36.585,37.735
IC_B_054,LOT_B_2026,168.0,37.735,2.4625,9.328,125.0,0,SUDDEN_JUMP,1,12.308,35.008,36.585,37.735
IC_B_055,LOT_B_2026,0.0,11.971,1.613,8.497,125.0,0,MILD_DRIFT,0,11.971,12.466,13.729,15.365
IC_B_055,LOT_B_2026,24.0,12.466,1.6233,8.618,125.0,0,MILD_DRIFT,0,11.971,12.466,13.729,15.365
IC_B_055,LOT_B_2026,96.0,13.729,1.6462,8.787,125.0,0,MILD_DRIFT,0,11.971,12.466,13.729,15.365
IC_B_055,LOT_B_2026,168.0,15.365,1.742,9.069,125.0,0,MILD_DRIFT,0,11.971,12.466,13.729,15.365
IC_B_056,LOT_B_2026,0.0,12.136,1.6344,8.689,125.0,0,HEALTHY_STABLE,0,12.136,12.267,12.831,13.077
IC_B_056,LOT_B_2026,24.0,12.267,1.6412,8.723,125.0,0,HEALTHY_STABLE,0,12.136,12.267,12.831,13.077
IC_B_056,LOT_B_2026,96.0,12.831,1.6586,8.755,125.0,0,HEALTHY_STABLE,0,12.136,12.267,12.831,13.077
IC_B_056,LOT_B_2026,168.0,13.077,1.6858,8.808,125.0,0,HEALTHY_STABLE,0,12.136,12.267,12.831,13.077
IC_B_057,LOT_B_2026,0.0,12.668,1.6242,8.633,125.0,0,HEALTHY_STABLE,0,12.668,12.815,13.041,13.715
IC_B_057,LOT_B_2026,24.0,12.815,1.6241,8.724,125.0,0,HEALTHY_STABLE,0,12.668,12.815,13.041,13.715
IC_B_057,LOT_B_2026,96.0,13.041,1.6598,8.78,125.0,0,HEALTHY_STABLE,0,12.668,12.815,13.041,13.715
IC_B_057,LOT_B_2026,168.0,13.715,1.6624,8.862,125.0,0,HEALTHY_STABLE,0,12.668,12.815,13.041,13.715
IC_B_058,LOT_B_2026,0.0,12.452,1.6263,8.751,125.0,0,HEALTHY_STABLE,0,12.452,12.509,13.274,13.584
IC_B_058,LOT_B_2026,24.0,12.509,1.6328,8.722,125.0,0,HEALTHY_STABLE,0,12.452,12.509,13.274,13.584
IC_B_058,LOT_B_2026,96.0,13.274,1.6379,8.798,125.0,0,HEALTHY_STABLE,0,12.452,12.509,13.274,13.584
IC_B_058,LOT_B_2026,168.0,13.584,1.6904,8.885,125.0,0,HEALTHY_STABLE,0,12.452,12.509,13.274,13.584
IC_B_059,LOT_B_2026,0.0,11.793,1.5902,8.607,125.0,0,MILD_DRIFT,0,11.793,12.42,13.376,14.66
IC_B_059,LOT_B_2026,24.0,12.42,1.616,8.642,125.0,0,MILD_DRIFT,0,11.793,12.42,13.376,14.66
IC_B_059,LOT_B_2026,96.0,13.376,1.6594,8.884,125.0,0,MILD_DRIFT,0,11.793,12.42,13.376,14.66
IC_B_059,LOT_B_2026,168.0,14.66,1.7347,9.108,125.0,0,MILD_DRIFT,0,11.793,12.42,13.376,14.66
IC_B_060,LOT_B_2026,0.0,12.405,1.5611,8.855,125.0,0,HEALTHY_STABLE,0,12.405,12.63,13.09,13.532
IC_B_060,LOT_B_2026,24.0,12.63,1.5628,8.882,125.0,0,HEALTHY_STABLE,0,12.405,12.63,13.09,13.532
IC_B_060,LOT_B_2026,96.0,13.09,1.592,8.946,125.0,0,HEALTHY_STABLE,0,12.405,12.63,13.09,13.532
IC_B_060,LOT_B_2026,168.0,13.532,1.5994,9.056,125.0,0,HEALTHY_STABLE,0,12.405,12.63,13.09,13.532
IC_C_061,LOT_C_2026,0.0,9.303,1.3423,8.064,125.0,0,HEALTHY_STABLE,0,9.303,9.255,10.075,10.332
IC_C_061,LOT_C_2026,24.0,9.255,1.3626,8.069,125.0,0,HEALTHY_STABLE,0,9.303,9.255,10.075,10.332
IC_C_061,LOT_C_2026,96.0,10.075,1.3757,8.159,125.0,0,HEALTHY_STABLE,0,9.303,9.255,10.075,10.332
IC_C_061,LOT_C_2026,168.0,10.332,1.3932,8.306,125.0,0,HEALTHY_STABLE,0,9.303,9.255,10.075,10.332
IC_C_062,LOT_C_2026,0.0,8.857,1.411,8.242,125.0,0,HEALTHY_STABLE,0,8.857,8.972,9.545,9.703
IC_C_062,LOT_C_2026,24.0,8.972,1.4337,8.293,125.0,0,HEALTHY_STABLE,0,8.857,8.972,9.545,9.703
IC_C_062,LOT_C_2026,96.0,9.545,1.4405,8.345,125.0,0,HEALTHY_STABLE,0,8.857,8.972,9.545,9.703
IC_C_062,LOT_C_2026,168.0,9.703,1.4594,8.39,125.0,0,HEALTHY_STABLE,0,8.857,8.972,9.545,9.703
IC_C_063,LOT_C_2026,0.0,8.969,1.3606,8.238,125.0,0,HEALTHY_STABLE,0,8.969,9.198,9.585,10.195
IC_C_063,LOT_C_2026,24.0,9.198,1.3535,8.252,125.0,0,HEALTHY_STABLE,0,8.969,9.198,9.585,10.195
IC_C_063,LOT_C_2026,96.0,9.585,1.3976,8.326,125.0,0,HEALTHY_STABLE,0,8.969,9.198,9.585,10.195
IC_C_063,LOT_C_2026,168.0,10.195,1.4079,8.37,125.0,0,HEALTHY_STABLE,0,8.969,9.198,9.585,10.195
IC_C_064,LOT_C_2026,0.0,39.417,2.5651,8.201,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.417,38.352,45.175,47.639
IC_C_064,LOT_C_2026,24.0,38.352,2.6138,8.436,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.417,38.352,45.175,47.639
IC_C_064,LOT_C_2026,96.0,45.175,2.7793,9.128,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.417,38.352,45.175,47.639
IC_C_064,LOT_C_2026,168.0,47.639,2.9144,10.007,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.417,38.352,45.175,47.639
IC_C_065,LOT_C_2026,0.0,8.911,1.4051,8.094,125.0,0,HEALTHY_STABLE,0,8.911,9.134,9.534,9.6
IC_C_065,LOT_C_2026,24.0,9.134,1.4162,8.139,125.0,0,HEALTHY_STABLE,0,8.911,9.134,9.534,9.6
IC_C_065,LOT_C_2026,96.0,9.534,1.4203,8.156,125.0,0,HEALTHY_STABLE,0,8.911,9.134,9.534,9.6
IC_C_065,LOT_C_2026,168.0,9.6,1.4806,8.252,125.0,0,HEALTHY_STABLE,0,8.911,9.134,9.534,9.6
IC_C_066,LOT_C_2026,0.0,10.01,1.3416,8.362,125.0,0,ACCELERATING_DRIFT,1,10.01,12.075,18.242,25.016
IC_C_066,LOT_C_2026,24.0,12.075,1.4566,8.668,125.0,0,ACCELERATING_DRIFT,1,10.01,12.075,18.242,25.016
IC_C_066,LOT_C_2026,96.0,18.242,1.7623,9.701,125.0,0,ACCELERATING_DRIFT,1,10.01,12.075,18.242,25.016
IC_C_066,LOT_C_2026,168.0,25.016,2.0446,10.867,125.0,0,ACCELERATING_DRIFT,1,10.01,12.075,18.242,25.016
IC_C_067,LOT_C_2026,0.0,9.173,1.4109,7.986,125.0,0,HEALTHY_STABLE,0,9.173,9.337,9.526,9.912
IC_C_067,LOT_C_2026,24.0,9.337,1.4288,8.025,125.0,0,HEALTHY_STABLE,0,9.173,9.337,9.526,9.912
IC_C_067,LOT_C_2026,96.0,9.526,1.4624,8.051,125.0,0,HEALTHY_STABLE,0,9.173,9.337,9.526,9.912
IC_C_067,LOT_C_2026,168.0,9.912,1.4702,8.082,125.0,0,HEALTHY_STABLE,0,9.173,9.337,9.526,9.912
IC_C_068,LOT_C_2026,0.0,37.893,2.3889,8.2,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,37.893,40.162,42.298,44.706
IC_C_068,LOT_C_2026,24.0,40.162,2.4276,8.419,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,37.893,40.162,42.298,44.706
IC_C_068,LOT_C_2026,96.0,42.298,2.5687,9.101,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,37.893,40.162,42.298,44.706
IC_C_068,LOT_C_2026,168.0,44.706,2.7225,9.84,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,37.893,40.162,42.298,44.706
IC_C_069,LOT_C_2026,0.0,9.215,1.3327,8.181,125.0,0,HEALTHY_STABLE,0,9.215,9.313,9.887,10.025
IC_C_069,LOT_C_2026,24.0,9.313,1.3503,8.201,125.0,0,HEALTHY_STABLE,0,9.215,9.313,9.887,10.025
IC_C_069,LOT_C_2026,96.0,9.887,1.3464,8.365,125.0,0,HEALTHY_STABLE,0,9.215,9.313,9.887,10.025
IC_C_069,LOT_C_2026,168.0,10.025,1.393,8.321,125.0,0,HEALTHY_STABLE,0,9.215,9.313,9.887,10.025
IC_C_070,LOT_C_2026,0.0,9.429,1.3572,8.418,125.0,0,MILD_DRIFT,0,9.429,9.964,11.546,12.639
IC_C_070,LOT_C_2026,24.0,9.964,1.3758,8.474,125.0,0,MILD_DRIFT,0,9.429,9.964,11.546,12.639
IC_C_070,LOT_C_2026,96.0,11.546,1.4313,8.685,125.0,0,MILD_DRIFT,0,9.429,9.964,11.546,12.639
IC_C_070,LOT_C_2026,168.0,12.639,1.5005,8.931,125.0,0,MILD_DRIFT,0,9.429,9.964,11.546,12.639
IC_C_071,LOT_C_2026,0.0,8.809,1.4553,8.115,125.0,0,HEALTHY_STABLE,0,8.809,8.959,9.393,9.929
IC_C_071,LOT_C_2026,24.0,8.959,1.4668,8.164,125.0,0,HEALTHY_STABLE,0,8.809,8.959,9.393,9.929
IC_C_071,LOT_C_2026,96.0,9.393,1.4572,8.191,125.0,0,HEALTHY_STABLE,0,8.809,8.959,9.393,9.929
IC_C_071,LOT_C_2026,168.0,9.929,1.5013,8.312,125.0,0,HEALTHY_STABLE,0,8.809,8.959,9.393,9.929
IC_C_072,LOT_C_2026,0.0,9.428,1.3742,8.18,125.0,0,HEALTHY_STABLE,0,9.428,9.382,9.881,10.264
IC_C_072,LOT_C_2026,24.0,9.382,1.3971,8.211,125.0,0,HEALTHY_STABLE,0,9.428,9.382,9.881,10.264
IC_C_072,LOT_C_2026,96.0,9.881,1.3813,8.289,125.0,0,HEALTHY_STABLE,0,9.428,9.382,9.881,10.264
IC_C_072,LOT_C_2026,168.0,10.264,1.4408,8.411,125.0,0,HEALTHY_STABLE,0,9.428,9.382,9.881,10.264
IC_C_073,LOT_C_2026,0.0,8.469,1.3481,8.205,125.0,0,MILD_DRIFT,0,8.469,8.559,9.755,11.426
IC_C_073,LOT_C_2026,24.0,8.559,1.3566,8.321,125.0,0,MILD_DRIFT,0,8.469,8.559,9.755,11.426
IC_C_073,LOT_C_2026,96.0,9.755,1.4528,8.516,125.0,0,MILD_DRIFT,0,8.469,8.559,9.755,11.426
IC_C_073,LOT_C_2026,168.0,11.426,1.4928,8.702,125.0,0,MILD_DRIFT,0,8.469,8.559,9.755,11.426
IC_C_074,LOT_C_2026,0.0,9.103,1.3479,8.123,125.0,0,ACCELERATING_DRIFT,1,9.103,11.147,17.751,24.702
IC_C_074,LOT_C_2026,24.0,11.147,1.4494,8.602,125.0,0,ACCELERATING_DRIFT,1,9.103,11.147,17.751,24.702
IC_C_074,LOT_C_2026,96.0,17.751,1.7024,9.562,125.0,0,ACCELERATING_DRIFT,1,9.103,11.147,17.751,24.702
IC_C_074,LOT_C_2026,168.0,24.702,2.0022,10.681,125.0,0,ACCELERATING_DRIFT,1,9.103,11.147,17.751,24.702
IC_C_075,LOT_C_2026,0.0,8.846,1.4036,8.357,125.0,0,HEALTHY_STABLE,0,8.846,9.166,9.398,10.001
IC_C_075,LOT_C_2026,24.0,9.166,1.4085,8.391,125.0,0,HEALTHY_STABLE,0,8.846,9.166,9.398,10.001
IC_C_075,LOT_C_2026,96.0,9.398,1.4356,8.485,125.0,0,HEALTHY_STABLE,0,8.846,9.166,9.398,10.001
IC_C_075,LOT_C_2026,168.0,10.001,1.4563,8.544,125.0,0,HEALTHY_STABLE,0,8.846,9.166,9.398,10.001
IC_C_076,LOT_C_2026,0.0,9.174,1.317,8.353,125.0,0,HEALTHY_STABLE,0,9.174,9.639,9.835,10.69
IC_C_076,LOT_C_2026,24.0,9.639,1.3281,8.436,125.0,0,HEALTHY_STABLE,0,9.174,9.639,9.835,10.69
IC_C_076,LOT_C_2026,96.0,9.835,1.3555,8.446,125.0,0,HEALTHY_STABLE,0,9.174,9.639,9.835,10.69
IC_C_076,LOT_C_2026,168.0,10.69,1.3624,8.552,125.0,0,HEALTHY_STABLE,0,9.174,9.639,9.835,10.69
IC_C_077,LOT_C_2026,0.0,9.302,1.3828,8.33,125.0,0,MILD_DRIFT,0,9.302,9.709,10.786,11.867
IC_C_077,LOT_C_2026,24.0,9.709,1.4005,8.404,125.0,0,MILD_DRIFT,0,9.302,9.709,10.786,11.867
IC_C_077,LOT_C_2026,96.0,10.786,1.4791,8.587,125.0,0,MILD_DRIFT,0,9.302,9.709,10.786,11.867
IC_C_077,LOT_C_2026,168.0,11.867,1.5134,8.856,125.0,0,MILD_DRIFT,0,9.302,9.709,10.786,11.867
IC_C_078,LOT_C_2026,0.0,51.943,5.1959,15.471,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,51.943,53.768,59.685,65.207
IC_C_078,LOT_C_2026,24.0,53.768,5.307,15.679,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,51.943,53.768,59.685,65.207
IC_C_078,LOT_C_2026,96.0,59.685,5.6646,16.472,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,51.943,53.768,59.685,65.207
IC_C_078,LOT_C_2026,168.0,65.207,6.0466,17.222,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,51.943,53.768,59.685,65.207
IC_C_079,LOT_C_2026,0.0,9.023,1.3281,8.321,125.0,0,HEALTHY_STABLE,0,9.023,8.889,9.401,9.976
IC_C_079,LOT_C_2026,24.0,8.889,1.3311,8.264,125.0,0,HEALTHY_STABLE,0,9.023,8.889,9.401,9.976
IC_C_079,LOT_C_2026,96.0,9.401,1.3503,8.368,125.0,0,HEALTHY_STABLE,0,9.023,8.889,9.401,9.976
IC_C_079,LOT_C_2026,168.0,9.976,1.378,8.477,125.0,0,HEALTHY_STABLE,0,9.023,8.889,9.401,9.976
IC_C_080,LOT_C_2026,0.0,39.266,2.4082,8.131,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.266,41.135,41.571,45.867
IC_C_080,LOT_C_2026,24.0,41.135,2.456,8.401,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.266,41.135,41.571,45.867
IC_C_080,LOT_C_2026,96.0,41.571,2.6165,9.075,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.266,41.135,41.571,45.867
IC_C_080,LOT_C_2026,168.0,45.867,2.7046,9.874,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.266,41.135,41.571,45.867
IC_C_081,LOT_C_2026,0.0,10.067,1.3373,8.284,125.0,0,HEALTHY_STABLE,0,10.067,10.149,10.813,10.994
IC_C_081,LOT_C_2026,24.0,10.149,1.3466,8.294,125.0,0,HEALTHY_STABLE,0,10.067,10.149,10.813,10.994
IC_C_081,LOT_C_2026,96.0,10.813,1.3692,8.398,125.0,0,HEALTHY_STABLE,0,10.067,10.149,10.813,10.994
IC_C_081,LOT_C_2026,168.0,10.994,1.3828,8.416,125.0,0,HEALTHY_STABLE,0,10.067,10.149,10.813,10.994
IC_C_082,LOT_C_2026,0.0,9.222,1.3859,8.198,125.0,0,MILD_DRIFT,0,9.222,9.613,10.788,12.037
IC_C_082,LOT_C_2026,24.0,9.613,1.4142,8.288,125.0,0,MILD_DRIFT,0,9.222,9.613,10.788,12.037
IC_C_082,LOT_C_2026,96.0,10.788,1.4448,8.455,125.0,0,MILD_DRIFT,0,9.222,9.613,10.788,12.037
IC_C_082,LOT_C_2026,168.0,12.037,1.5094,8.697,125.0,0,MILD_DRIFT,0,9.222,9.613,10.788,12.037
IC_C_083,LOT_C_2026,0.0,9.306,1.3533,8.029,125.0,0,HEALTHY_STABLE,0,9.306,9.59,9.787,10.308
IC_C_083,LOT_C_2026,24.0,9.59,1.3814,8.06,125.0,0,HEALTHY_STABLE,0,9.306,9.59,9.787,10.308
IC_C_083,LOT_C_2026,96.0,9.787,1.4013,8.128,125.0,0,HEALTHY_STABLE,0,9.306,9.59,9.787,10.308
IC_C_083,LOT_C_2026,168.0,10.308,1.4319,8.171,125.0,0,HEALTHY_STABLE,0,9.306,9.59,9.787,10.308
IC_C_084,LOT_C_2026,0.0,8.977,1.3572,8.175,125.0,0,HEALTHY_STABLE,0,8.977,9.18,9.754,10.184
IC_C_084,LOT_C_2026,24.0,9.18,1.367,8.229,125.0,0,HEALTHY_STABLE,0,8.977,9.18,9.754,10.184
IC_C_084,LOT_C_2026,96.0,9.754,1.3694,8.189,125.0,0,HEALTHY_STABLE,0,8.977,9.18,9.754,10.184
IC_C_084,LOT_C_2026,168.0,10.184,1.3922,8.331,125.0,0,HEALTHY_STABLE,0,8.977,9.18,9.754,10.184
IC_C_085,LOT_C_2026,0.0,9.797,1.367,8.283,125.0,0,HEALTHY_STABLE,0,9.797,9.768,10.14,10.542
IC_C_085,LOT_C_2026,24.0,9.768,1.3744,8.338,125.0,0,HEALTHY_STABLE,0,9.797,9.768,10.14,10.542
IC_C_085,LOT_C_2026,96.0,10.14,1.3972,8.35,125.0,0,HEALTHY_STABLE,0,9.797,9.768,10.14,10.542
IC_C_085,LOT_C_2026,168.0,10.542,1.4174,8.397,125.0,0,HEALTHY_STABLE,0,9.797,9.768,10.14,10.542
IC_C_086,LOT_C_2026,0.0,39.883,2.4643,7.992,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.883,39.591,43.972,47.862
IC_C_086,LOT_C_2026,24.0,39.591,2.5595,8.336,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.883,39.591,43.972,47.862
IC_C_086,LOT_C_2026,96.0,43.972,2.6948,8.987,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.883,39.591,43.972,47.862
IC_C_086,LOT_C_2026,168.0,47.862,2.8612,9.756,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,39.883,39.591,43.972,47.862
IC_C_087,LOT_C_2026,0.0,9.336,1.4001,8.138,125.0,0,MILD_DRIFT,0,9.336,9.756,11.052,12.214
IC_C_087,LOT_C_2026,24.0,9.756,1.4484,8.201,125.0,0,MILD_DRIFT,0,9.336,9.756,11.052,12.214
IC_C_087,LOT_C_2026,96.0,11.052,1.4911,8.41,125.0,0,MILD_DRIFT,0,9.336,9.756,11.052,12.214
IC_C_087,LOT_C_2026,168.0,12.214,1.5594,8.611,125.0,0,MILD_DRIFT,0,9.336,9.756,11.052,12.214
IC_C_088,LOT_C_2026,0.0,38.238,2.423,8.284,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,38.238,39.804,44.095,48.44
IC_C_088,LOT_C_2026,24.0,39.804,2.4502,8.481,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,38.238,39.804,44.095,48.44
IC_C_088,LOT_C_2026,96.0,44.095,2.6117,9.184,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,38.238,39.804,44.095,48.44
IC_C_088,LOT_C_2026,168.0,48.44,2.7318,9.98,125.0,0,LATENT_DEFECT_LOT_OUTLIER,1,38.238,39.804,44.095,48.44
IC_C_089,LOT_C_2026,0.0,52.089,5.1829,15.518,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,52.089,54.004,59.488,65.527
IC_C_089,LOT_C_2026,24.0,54.004,5.3158,15.71,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,52.089,54.004,59.488,65.527
IC_C_089,LOT_C_2026,96.0,59.488,5.6452,16.363,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,52.089,54.004,59.488,65.527
IC_C_089,LOT_C_2026,168.0,65.527,6.043,17.156,125.0,1,ABSOLUTE_SPEC_VIOLATION,1,52.089,54.004,59.488,65.527
IC_C_090,LOT_C_2026,0.0,9.196,1.3865,8.277,125.0,0,HEALTHY_STABLE,0,9.196,9.254,9.717,10.251
IC_C_090,LOT_C_2026,24.0,9.254,1.397,8.354,125.0,0,HEALTHY_STABLE,0,9.196,9.254,9.717,10.251
IC_C_090,LOT_C_2026,96.0,9.717,1.4284,8.397,125.0,0,HEALTHY_STABLE,0,9.196,9.254,9.717,10.251
IC_C_090,LOT_C_2026,168.0,10.251,1.4445,8.411,125.0,0,HEALTHY_STABLE,0,9.196,9.254,9.717,10.251
